scientific_name	strain	gcf_accession	refseq_category	phylum	class	order	family	genus	species	habitat	oxygen_requirement	gut_flag	pathogenicity
Azospirillum thermophilum	CFH 70021	GCF_003130795.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum thermophilum	soil/water	aerobe	non_gut	non_pathogenic
Azotobacter salinestris	KACC 13899	GCF_009363155.1	reference genome	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter salinestris	soil/water/clinical	aerobe	non_gut	opportunistic_pathogen
Bacillus cereus ATCC 14579	ATCC 14579	GCF_006094295.1	reference genome	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	soil	aerobe	non_gut	non_pathogenic
Bacteroides uniformis	JCM5828	GCF_044361425.1	reference genome	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Bartonella alsatica	CIP 105477	GCF_013388295.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella alsatica	arthropod/mammal	aerobe	non_gut	pathogen (zoonotic)
Bdellovibrio bacteriopascens	22V	GCF_030169785.1	reference genome	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriopascens	soil/freshwater	aerobe	non_gut	non_pathogenic
Bifidobacterium breve DSM 20213 = JCM 1192	JCM 1192	GCF_001025175.1	reference genome	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	human gut	anaerobe	gut_dominant	non_pathogenic
Billgrantia sulfidoxydans	MCCC 1A11059	GCF_017868775.1	reference genome	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Billgrantia	Billgrantia sulfidoxydans	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Blattabacterium clevelandi	CCLhc	GCF_003268615.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium clevelandi	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Blautia obeum ATCC 29174	ATCC 29174	GCF_025147765.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia obeum	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Bombilactobacillus thymidiniphilus	SG4_A1	GCF_023380245.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Bombilactobacillus	Bombilactobacillus thymidiniphilus	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Bordetella avium	HAMBI_2160	GCF_034424645.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium	human respiratory	aerobe	non_gut	pathogen (human)
Borrelia duttonii Ly	Ly	GCF_000019685.1	reference genome	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii	tick/mammal	microaerophile	non_gut	pathogen (human)
Borreliella valaisiana VS116	VS116	GCF_000170955.2	reference genome	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella valaisiana	tick/mammal	microaerophile	non_gut	pathogen (human)
Brachybacterium halotolerans subsp. kimchii	CBA3105	GCF_020792675.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium halotolerans	soil/clinical	aerobe	non_gut	non_pathogenic
Brachyspira murdochii DSM 12563	DSM 12563	GCF_000092845.1	reference genome	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira murdochii	animal/human	anaerobe	non_gut	opportunistic_pathogen
Bradyrhizobium ottawaense	OO99	GCF_002278135.3	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium ottawaense	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Brenneria uluponensis	K61	GCF_032395385.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Brenneria	Brenneria uluponensis	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Brevibacillus agri	DSM 6348	GCF_004117055.1	reference genome	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri	soil	aerobe	non_gut	non_pathogenic
Brevibacterium limosum	o2	GCF_011617705.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium limosum	soil/clinical	aerobe	non_gut	non_pathogenic
Brevundimonas goettingensis	LVF2	GCF_017487405.1	reference genome	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas goettingensis	environment/clinical	aerobe	non_gut	opportunistic_pathogen
Brucella canis ATCC 23365	ATCC 23365	GCF_000018525.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella canis	animal/soil	aerobe	non_gut	pathogen (zoonotic)
Burkholderia glumae LMG 2196 = ATCC 33617	ATCC 33617	GCF_000960995.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Butyricimonas faecalis	H184	GCF_003991565.1	reference genome	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecalis	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Butyrivibrio hungatei	MB2003	GCF_001858005.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio hungatei	rumen/human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Caballeronia grimmiae	Lep1A1	GCF_022879615.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia grimmiae	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Caldicellulosiruptor obsidiansis OB47	OB47	GCF_000145215.1	reference genome	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor obsidiansis	soil/gut/clinical	facultative_anaerobe	gut_associated	non_pathogenic
Caldimonas aquatica	LMG 23380	GCF_026013905.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Caldimonas	Caldimonas aquatica	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Campylobacter showae	ATCC 51146	GCF_004803815.1	reference genome	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae	poultry/human gut	microaerophile	gut_associated	pathogen (human)
Candidatus Blochmanniella vafra str. BVAF	BVAF	GCF_000185985.2	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmanniella	Candidatus Blochmanniella vafra	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Cardinium endosymbiont of Nabis limbatus		GCF_965196625.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Amoebophilaceae	Candidatus Cardinium	Cardinium endosymbiont of Nabis limbatus	soil	aerobe	non_gut	non_pathogenic
Candidatus Kinetoplastidibacterium desouzai TCC079E	TCC079E	GCF_000340795.1	reference genome	Pseudomonadota	Betaproteobacteria			Candidatus Kinetoplastidibacterium	Candidatus Kinetoplastidibacterium desouzai	soil/water/clinical	aerobe	non_gut	non_pathogenic
Candidatus Nanopelagicus abundans		GCF_002288305.1	reference genome	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus abundans	soil/clinical	aerobe	non_gut	non_pathogenic
endosymbiont of Pachyrhynchus infernalis		GCF_004296515.1	reference genome	Pseudomonadota	Gammaproteobacteria			Candidatus Nardonella	endosymbiont of Pachyrhynchus infernalis	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Candidatus Phytoplasma solani	GOE	GCF_040126175.1	reference genome	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma solani	animal/human	aerobe	non_gut	non_pathogenic
Candidatus Planktophila dulcis		GCF_002287965.1	reference genome	Actinomycetota	Actinomycetes	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila dulcis	soil/clinical	aerobe	non_gut	non_pathogenic
Candidatus Tisiphia endosymbiont of Thecophora atra		GCF_964026395.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Tisiphia	Candidatus Tisiphia endosymbiont of Thecophora atra	arthropod/mammal	aerobe	non_gut	pathogen (human)
Candidatus Vallotia laricis		GCF_020541325.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus Vallotiella	Candidatus Vallotia laricis	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Capnocytophaga haemolytica	NCTC12947	GCF_900187255.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Caproicibacterium argilliputei	ZCY20-5	GCF_029211325.2	reference genome	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium argilliputei	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Caulobacter flavus	RHGG3	GCF_003722335.1	reference genome	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter flavus	freshwater	aerobe	non_gut	non_pathogenic
Cedecea neteri	FDAARGOS_392	GCF_002393445.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea neteri	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Celeribacter ethanolicus	TSPH2	GCF_002407265.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter ethanolicus	soil/water	aerobe	non_gut	non_pathogenic
Cellulomonas flavigena DSM 20109	DSM 20109	GCF_000092865.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena	soil/clinical	aerobe	non_gut	non_pathogenic
Cellulophaga omnivescoria	MSK1	GCF_027915275.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga omnivescoria	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Chitinibacter bivalviorum	2T18	GCF_013403565.1	reference genome	Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Chitinibacter	Chitinibacter bivalviorum	human naso/clinical	aerobe	non_gut	pathogen (human)
Chitinophaga caseinilytica	KACC 19118	GCF_038396765.1	reference genome	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga caseinilytica	soil	aerobe	non_gut	non_pathogenic
Chlamydia muridarum str. Nigg	Nigg	GCF_000006685.1	reference genome	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	human cells	aerobe	non_gut	pathogen (human)
Chloracidobacterium sp. MS 40/45	MS 40/45	GCF_018304805.1	reference genome	Acidobacteriota	Blastocatellia	Chloracidobacteriales	Chloracidobacteriaceae	Chloracidobacterium	Candidatus Chloracidobacterium aggregatum	acidic soil	facultative_anaerobe	non_gut	non_pathogenic
Chlorobaculum parvum NCIB 8327	NCIB 8327	GCF_000020505.1	reference genome	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum parvum	unknown habitat	facultative_anaerobe	non_gut	non_pathogenic
Christiangramia fulva	SH35	GCF_003024155.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia fulva	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Chromobacterium paludis	IIBBL 257-1	GCF_008275125.1	reference genome	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium paludis	human naso/clinical	aerobe	non_gut	pathogen (human)
Chryseobacterium bernardetii	G0229	GCF_003815975.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium bernardetii	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Citrobacter farmeri	FDAARGOS 1423	GCF_019048065.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Clavibacter sepedonicus	ATCC 33113	GCF_000069225.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter sepedonicus	soil/clinical	aerobe	non_gut	non_pathogenic
Clostridium beijerinckii	DSM 791	GCF_018223745.1	reference genome	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	soil/gut	obligate_anaerobe	gut_associated	pathogen (human)
Cohnella cholangitidis	1605-214	GCF_014107495.1	reference genome	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella cholangitidis	soil	facultative_anaerobe	non_gut	non_pathogenic
Collimonas arenae	Ter282	GCF_001584205.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas arenae	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Comamonas squillarum	PR12	GCF_025309455.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas squillarum	soil/water	aerobe	non_gut	non_pathogenic
Companilactobacillus pabuli	NFFJ11	GCF_014058425.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus pabuli	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Corallococcus exiguus	AT4	GCF_051058965.1	reference genome	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus exiguus	soil	aerobe	non_gut	non_pathogenic
Corynebacterium pseudotuberculosis	ATCC 19410	GCF_002155265.1	reference genome	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Coxiella endosymbiont of Amblyomma nuttalli		GCF_018107685.1	reference genome	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella endosymbiont of Amblyomma nuttalli	tick/mammal	aerobe	non_gut	pathogen (zoonotic)
Crassaminicella indica	143-21	GCF_019203185.1	reference genome	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Crassaminicella	Crassaminicella indica	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Cronobacter turicensis	LMG23827	GCF_041222865.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter turicensis	environment/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Cupriavidus oxalaticus	Ox1	GCF_016894385.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus oxalaticus	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Curtobacterium flaccumfaciens	GBBC 3199	GCF_024925425.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium flaccumfaciens	soil/clinical	aerobe	non_gut	non_pathogenic
Cutibacterium avidum 44067	44067	GCF_000367205.1	reference genome	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum	human skin	anaerobe	non_gut	opportunistic_pathogen
Cytobacillus spongiae	CY-G	GCF_021390075.1	reference genome	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus spongiae	soil	aerobe	non_gut	non_pathogenic
Dactylosporangium fulvum	NRRL B-16292	GCF_025137375.1	reference genome	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium fulvum	soil/clinical	aerobe	non_gut	non_pathogenic
Candidatus Dehalogenimonas loeffleri		GCF_037094495.1	reference genome	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	Candidatus Dehalogenimonas loeffleri	groundwater	obligate_anaerobe	non_gut	non_pathogenic
Deinococcus ficus	CC-FR2-10	GCF_003444775.1	reference genome	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus ficus	soil/radioactive env	aerobe	non_gut	non_pathogenic
Delftia acidovorans SPH-1	SPH-1	GCF_000018665.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia acidovorans	soil/clinical	aerobe	non_gut	non_pathogenic
Desulfitobacterium metallireducens DSM 15288	DSM 15288	GCF_000231405.2	reference genome	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium	Desulfitobacterium metallireducens	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfobulbus oralis	HOT041/ORNL	GCF_002952055.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus oralis	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfomicrobium aestuarii	JCM 14714	GCF_055385525.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium aestuarii	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulforamulus ferrireducens	GSS09	GCF_002005145.1	reference genome	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus ferrireducens	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfosarcina alkanivorans	PL12	GCF_009688945.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina alkanivorans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfosporosinus meridiei DSM 13257	DSM 13257	GCF_000231385.2	reference genome	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus meridiei	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfovibrio simplex	JCM 16812	GCF_055387835.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio simplex	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfuromonas svalbardensis	JCM 12927	GCF_055389415.1	reference genome	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas svalbardensis	sediment/soil	anaerobe	non_gut	non_pathogenic
Devosia beringensis	S02	GCF_014926585.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia beringensis	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Diaphorobacter ruginosibacter	DSM 27467	GCF_014395975.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter ruginosibacter	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Dickeya solani IPO 2222	IPO 2222	GCF_001644705.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya solani	plant	facultative_anaerobe	non_gut	pathogen (plant)
Dietzia timorensis	ID05-A0528	GCF_001659785.1	reference genome	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia timorensis	clinical/soil	aerobe	non_gut	opportunistic_pathogen
Dyadobacter fanqingshengii	CY399	GCF_023822005.2	reference genome	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Dyadobacter	Dyadobacter fanqingshengii	soil	aerobe	non_gut	non_pathogenic
Dyella telluris	G9	GCF_014297575.1	reference genome	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella telluris	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
